poverty,religion,degree,country,age,gender
Too Little,yes,yes,Norway,63,female
About Right,yes,no,Norway,43,female
Too Little,yes,no,Norway,52,male
Too Little,yes,yes,Norway,25,female
Too Little,yes,no,Norway,49,female
About Right,yes,yes,Norway,29,male
Too Little,yes,yes,Norway,20,female
Too Little,yes,no,Norway,27,male
Too Little,yes,yes,Norway,26,female
About Right,yes,yes,Norway,31,female
About Right,yes,yes,Norway,35,female
Too Little,yes,no,Norway,34,male
Too Little,yes,yes,Norway,23,male
Too Little,yes,no,Norway,54,female
About Right,yes,no,Norway,64,male
Too Little,no,yes,Norway,34,male
Too Little,yes,yes,Norway,61,female
Too Little,yes,yes,Norway,20,male
Too Little,yes,no,Norway,35,male
Too Little,yes,no,Norway,32,male
Too Little,yes,yes,Norway,31,male
Too Little,yes,no,Norway,37,male
Too Little,yes,no,Norway,32,female
Too Little,yes,no,Norway,46,male
Too Little,yes,yes,Norway,37,male
Too Much,yes,no,Norway,72,male
Too Little,yes,yes,Norway,34,female
About Right,yes,no,Norway,33,male
Too Little,yes,yes,Norway,19,female
About Right,yes,yes,Norway,45,male
About Right,yes,yes,Norway,51,female
Too Little,yes,no,Norway,60,male
About Right,yes,yes,Norway,61,male
Too Little,yes,no,Norway,33,female
About Right,yes,no,Norway,30,female
About Right,yes,yes,Norway,22,female
Too Little,yes,no,Norway,58,female
Too Little,yes,yes,Norway,37,female
About Right,yes,no,Norway,41,male
Too Little,yes,yes,Norway,24,male
Too Little,yes,no,Norway,52,male
Too Little,yes,no,Norway,45,male
About Right,no,no,Norway,41,male
About Right,yes,no,Norway,48,male
About Right,yes,no,Norway,28,female
Too Little,yes,no,Norway,54,male
About Right,yes,no,Norway,58,male
Too Little,yes,no,Norway,59,female
About Right,yes,no,Norway,36,female
Too Little,yes,no,Norway,63,female
About Right,no,no,Norway,18,male
About Right,yes,no,Norway,75,female
Too Little,no,yes,Norway,32,male
Too Little,yes,yes,Norway,22,female
About Right,yes,no,Norway,53,female
Too Much,yes,no,Norway,34,male
About Right,yes,no,Norway,59,male
About Right,no,no,Norway,31,female
Too Little,yes,yes,Norway,28,female
Too Little,yes,no,Norway,65,female
About Right,yes,no,Norway,60,female
Too Little,yes,no,Norway,67,female
Too Little,yes,yes,Norway,25,male
Too Little,yes,no,Norway,60,female
About Right,yes,yes,Norway,24,male
About Right,yes,no,Norway,71,female
About Right,yes,no,Norway,34,male
About Right,yes,yes,Norway,41,female
About Right,yes,no,Norway,18,male
Too Little,yes,no,Norway,67,male
About Right,yes,no,Norway,63,female
Too Little,yes,no,Norway,34,female
Too Little,yes,yes,Norway,51,female
Too Little,yes,yes,Norway,41,female
Too Little,yes,yes,Norway,42,male
Too Little,yes,no,Norway,18,female
About Right,yes,no,Norway,26,male
Too Much,yes,no,Norway,53,male
About Right,yes,no,Norway,18,male
About Right,no,no,Norway,24,male
About Right,yes,no,Norway,52,female
Too Little,no,yes,Norway,30,male
Too Much,yes,no,Norway,38,female
About Right,no,yes,Norway,71,male
About Right,yes,no,Norway,22,male
Too Little,yes,yes,Norway,40,female
Too Little,yes,no,Norway,27,male
Too Little,yes,yes,Norway,19,male
About Right,yes,no,Norway,76,female
Too Little,yes,no,Norway,49,female
Too Little,yes,yes,Norway,25,female
Too Little,yes,no,Norway,71,female
Too Little,yes,no,Norway,30,female
Too Little,yes,no,Norway,38,male
Too Little,yes,yes,Norway,20,female
Too Little,yes,no,Norway,26,female
Too Little,yes,no,Norway,37,female
Too Little,yes,no,Norway,58,female
About Right,yes,no,Norway,37,female
About Right,no,no,Norway,54,male
Too Little,yes,no,Norway,26,male
About Right,yes,yes,Norway,23,female
Too Little,yes,no,Norway,75,male
About Right,yes,no,Norway,72,female
Too Little,yes,no,Norway,74,male
Too Little,yes,no,Norway,48,male
About Right,yes,no,Norway,40,male
About Right,yes,no,Norway,42,male
Too Little,yes,yes,Norway,35,female
About Right,yes,no,Norway,56,female
Too Little,yes,no,Norway,67,female
About Right,yes,no,Norway,23,male
Too Little,yes,no,Norway,42,female
Too Little,yes,no,Norway,35,female
Too Little,yes,no,Norway,39,female
About Right,yes,yes,Norway,51,female
Too Little,yes,no,Norway,23,male
About Right,yes,no,Norway,34,male
Too Little,yes,no,Norway,46,male
About Right,yes,yes,Norway,35,male
Too Little,yes,no,Norway,65,male
Too Little,no,no,Norway,53,male
About Right,yes,no,Norway,35,female
About Right,yes,no,Norway,69,female
Too Little,yes,no,Norway,27,female
Too Little,yes,yes,Norway,63,female
About Right,yes,no,Norway,59,female
Too Little,yes,no,Norway,50,female
About Right,yes,yes,Norway,20,male
About Right,yes,no,Norway,34,female
Too Little,yes,no,Norway,44,male
Too Little,yes,no,Norway,33,male
Too Little,yes,yes,Norway,46,female
Too Little,yes,no,Norway,64,female
About Right,yes,no,Norway,74,male
Too Little,yes,yes,Norway,21,female
Too Little,yes,no,Norway,38,male
About Right,yes,no,Norway,44,male
About Right,no,no,Norway,41,male
Too Little,yes,no,Norway,64,female
Too Little,yes,yes,Norway,35,female
Too Little,yes,no,Norway,57,male
Too Little,yes,no,Norway,36,male
Too Little,yes,no,Norway,59,female
About Right,yes,no,Norway,25,female
About Right,yes,yes,Norway,45,female
About Right,yes,no,Norway,49,male
About Right,yes,no,Norway,76,female
Too Much,yes,no,Norway,32,male
Too Little,yes,yes,Norway,36,female
Too Little,yes,yes,Norway,28,female
Too Little,yes,yes,Norway,39,male
Too Little,yes,yes,Norway,43,male
About Right,no,yes,Norway,19,male
About Right,yes,yes,Norway,35,male
Too Little,yes,no,Norway,52,male
About Right,yes,no,Norway,61,female
Too Little,no,no,Norway,65,female
About Right,yes,no,Norway,28,male
About Right,yes,no,Norway,46,female
About Right,yes,no,Norway,53,female
Too Little,yes,yes,Norway,27,male
About Right,yes,yes,Norway,22,male
About Right,yes,yes,Norway,30,female
About Right,yes,yes,Norway,36,female
Too Little,yes,no,Norway,50,male
Too Little,yes,no,Norway,73,female
About Right,yes,no,Norway,25,male
Too Little,yes,yes,Norway,29,female
Too Little,yes,yes,Norway,46,male
About Right,yes,no,Norway,58,male
Too Little,yes,no,Norway,72,female
Too Little,yes,no,Norway,57,female
Too Little,yes,no,Norway,26,male
About Right,no,yes,Norway,61,male
About Right,yes,no,Norway,37,male
Too Little,yes,no,Norway,47,male
About Right,yes,yes,Norway,32,male
Too Little,yes,no,Norway,56,female
About Right,yes,no,Norway,24,male
About Right,yes,yes,Norway,76,female
Too Little,no,yes,Norway,64,female
About Right,yes,no,Norway,40,female
About Right,yes,no,Norway,36,male
About Right,yes,no,Norway,70,male
Too Little,yes,no,Norway,72,male
About Right,yes,no,Norway,34,male
About Right,yes,no,Norway,37,female
Too Little,yes,no,Norway,39,male
Too Much,yes,no,Norway,34,male
About Right,yes,yes,Norway,52,female
Too Little,no,no,Norway,72,male
Too Little,yes,no,Norway,78,male
Too Little,yes,no,Norway,51,female
About Right,yes,yes,Norway,63,male
About Right,yes,yes,Norway,45,male
Too Little,yes,no,Norway,63,male
Too Little,yes,no,Norway,74,female
About Right,yes,no,Norway,40,male
About Right,yes,no,Norway,49,female
Too Little,yes,no,Norway,22,male
Too Little,no,yes,Norway,44,male
Too Little,yes,yes,Norway,60,male
About Right,yes,no,Norway,53,female
Too Little,no,no,Norway,23,female
Too Much,yes,yes,Norway,48,male
About Right,yes,no,Norway,52,male
About Right,yes,yes,Norway,50,female
About Right,yes,yes,Norway,35,male
About Right,yes,no,Norway,70,male
Too Little,yes,no,Norway,75,male
About Right,no,no,Norway,43,male
Too Little,yes,no,Norway,78,female
About Right,yes,no,Norway,40,female
Too Little,yes,yes,Norway,35,female
About Right,yes,no,Norway,68,female
Too Little,yes,no,Norway,32,male
About Right,yes,yes,Norway,21,female
About Right,yes,no,Norway,49,male
Too Little,yes,yes,Norway,43,male
About Right,yes,no,Norway,41,female
Too Little,yes,yes,Norway,35,female
About Right,yes,no,Norway,34,female
About Right,yes,yes,Norway,45,female
About Right,yes,no,Norway,76,female
Too Little,yes,yes,Norway,24,female
About Right,no,no,Norway,30,male
Too Little,yes,no,Norway,45,male
About Right,yes,no,Norway,26,male
About Right,yes,no,Norway,61,female
About Right,no,no,Norway,33,female
About Right,no,no,Norway,28,male
About Right,yes,no,Norway,43,male
About Right,yes,no,Norway,39,male
About Right,yes,no,Norway,49,male
Too Much,yes,yes,Norway,63,female
Too Little,yes,no,Norway,62,male
Too Little,yes,no,Norway,44,male
About Right,yes,no,Norway,49,female
Too Much,yes,yes,Norway,40,female
Too Much,yes,yes,Norway,28,female
Too Little,yes,no,Norway,76,male
About Right,yes,no,Norway,65,female
Too Little,yes,yes,Norway,42,female
About Right,yes,no,Norway,73,female
About Right,yes,no,Norway,55,male
About Right,yes,no,Norway,40,male
About Right,yes,no,Norway,44,male
About Right,no,no,Norway,21,male
About Right,yes,yes,Norway,22,male
Too Little,yes,no,Norway,38,female
About Right,yes,no,Norway,19,male
Too Little,no,yes,Norway,33,male
About Right,no,no,Norway,79,male
About Right,yes,no,Norway,34,male
Too Little,yes,no,Norway,23,male
Too Much,yes,yes,Norway,55,male
About Right,yes,no,Norway,33,female
About Right,yes,yes,Norway,50,male
Too Little,yes,no,Norway,50,female
About Right,yes,no,Norway,58,female
About Right,yes,no,Norway,32,male
Too Little,yes,yes,Norway,66,female
About Right,yes,no,Norway,45,male
About Right,yes,yes,Norway,19,female
About Right,yes,no,Norway,64,male
About Right,yes,yes,Norway,38,male
Too Little,yes,yes,Norway,57,male
Too Little,yes,yes,Norway,48,male
About Right,yes,no,Norway,36,female
About Right,no,no,Norway,69,male
About Right,yes,no,Norway,39,male
Too Little,yes,no,Norway,27,female
Too Little,yes,no,Norway,44,female
Too Little,yes,yes,Norway,69,male
About Right,yes,no,Norway,39,female
Too Little,yes,no,Norway,66,male
Too Little,yes,no,Norway,33,female
Too Much,yes,no,Norway,79,male
About Right,yes,yes,Norway,20,female
Too Much,yes,no,Norway,27,male
About Right,yes,yes,Norway,29,male
About Right,yes,no,Norway,51,male
Too Little,yes,yes,Norway,61,female
About Right,yes,no,Norway,72,female
Too Little,yes,no,Norway,26,female
Too Little,yes,no,Norway,49,male
About Right,yes,no,Norway,24,male
About Right,yes,no,Norway,50,male
Too Little,yes,no,Norway,44,female
About Right,yes,yes,Norway,40,male
About Right,yes,no,Norway,63,female
About Right,yes,no,Norway,63,male
About Right,yes,no,Norway,29,female
Too Little,yes,yes,Norway,69,female
Too Little,no,yes,Norway,47,male
Too Little,yes,no,Norway,37,female
Too Little,yes,yes,Norway,21,female
About Right,yes,no,Norway,62,female
Too Little,yes,no,Norway,27,male
Too Little,no,no,Norway,50,female
Too Little,yes,no,Norway,28,male
Too Little,yes,no,Norway,32,female
Too Little,yes,yes,Norway,50,male
About Right,yes,no,Norway,64,female
Too Little,yes,yes,Norway,42,female
Too Little,yes,no,Norway,36,female
Too Little,yes,no,Norway,44,male
Too Little,yes,no,Norway,48,female
About Right,yes,no,Norway,42,female
Too Little,yes,yes,Norway,23,female
Too Little,no,no,Norway,50,female
Too Little,yes,yes,Norway,60,female
About Right,no,yes,Norway,26,male
Too Little,yes,no,Norway,49,male
Too Little,yes,no,Norway,65,female
Too Little,yes,no,Norway,24,male
Too Little,yes,no,Norway,79,female
About Right,no,no,Norway,19,male
About Right,yes,no,Norway,28,female
About Right,yes,no,Norway,23,female
About Right,yes,no,Norway,38,female
Too Little,yes,no,Norway,40,female
Too Little,yes,yes,Norway,51,male
Too Little,yes,yes,Norway,50,male
About Right,yes,no,Norway,31,female
Too Little,yes,yes,Norway,48,female
Too Little,yes,no,Norway,44,male
Too Little,yes,no,Norway,62,female
About Right,yes,no,Norway,56,male
Too Little,yes,no,Norway,35,female
Too Little,yes,no,Norway,34,female
About Right,yes,yes,Norway,67,male
Too Little,yes,no,Norway,41,female
About Right,yes,no,Norway,70,male
Too Little,yes,no,Norway,21,male
About Right,yes,no,Norway,78,female
Too Little,yes,no,Norway,37,male
About Right,yes,no,Norway,25,male
Too Little,yes,no,Norway,43,female
About Right,yes,yes,Norway,34,female
Too Little,yes,no,Norway,56,male
About Right,yes,no,Norway,26,male
Too Little,yes,no,Norway,33,male
Too Little,no,no,Norway,55,female
About Right,yes,yes,Norway,46,female
About Right,yes,yes,Norway,65,female
About Right,yes,no,Norway,49,female
About Right,yes,yes,Norway,29,female
About Right,no,yes,Norway,43,male
Too Little,yes,no,Norway,43,female
Too Little,yes,yes,Norway,42,female
Too Little,yes,yes,Norway,25,male
Too Little,yes,yes,Norway,20,male
Too Little,yes,yes,Norway,58,male
About Right,yes,no,Norway,25,female
Too Little,yes,no,Norway,40,female
About Right,no,no,Norway,49,female
About Right,yes,no,Norway,36,male
Too Little,yes,no,Norway,27,female
Too Little,yes,yes,Norway,43,male
Too Little,yes,yes,Norway,55,male
About Right,yes,no,Norway,48,male
About Right,yes,no,Norway,26,male
Too Little,yes,no,Norway,57,male
About Right,yes,no,Norway,29,female
Too Little,yes,no,Norway,33,male
Too Little,yes,no,Norway,23,male
Too Much,yes,no,Norway,21,female
Too Little,yes,no,Norway,42,male
Too Little,yes,no,Norway,35,male
Too Much,no,yes,Norway,31,female
Too Little,yes,yes,Norway,53,female
Too Little,yes,no,Norway,27,female
Too Little,yes,yes,Norway,19,female
About Right,yes,no,Norway,60,female
About Right,yes,no,Norway,27,male
About Right,yes,no,Norway,48,male
Too Little,yes,no,Norway,44,male
Too Little,yes,no,Norway,66,male
Too Little,yes,no,Norway,46,male
About Right,yes,no,Norway,43,female
About Right,yes,no,Norway,60,male
Too Little,yes,yes,Norway,27,male
Too Little,yes,yes,Norway,73,male
About Right,yes,no,Norway,57,male
About Right,yes,no,Norway,43,male
About Right,no,no,Norway,40,female
Too Little,yes,no,Norway,25,male
About Right,yes,no,Norway,33,female
About Right,yes,no,Norway,44,male
About Right,yes,no,Norway,46,female
About Right,yes,no,Norway,26,female
Too Little,yes,no,Norway,59,female
About Right,yes,no,Norway,33,male
Too Little,yes,no,Norway,18,female
Too Little,yes,no,Norway,35,male
About Right,no,yes,Norway,19,male
Too Little,yes,yes,Norway,32,female
Too Little,yes,no,Norway,27,female
About Right,yes,no,Norway,51,male
About Right,yes,no,Norway,44,female
About Right,no,no,Norway,31,male
About Right,yes,yes,Norway,31,male
Too Little,yes,no,Norway,62,male
About Right,yes,yes,Norway,18,female
About Right,yes,yes,Norway,49,male
About Right,yes,yes,Norway,45,female
Too Little,yes,no,Norway,60,female
Too Little,no,no,Norway,46,female
Too Little,yes,no,Norway,42,male
Too Little,yes,no,Norway,38,male
Too Little,no,no,Norway,76,female
About Right,yes,no,Norway,34,male
About Right,yes,no,Norway,19,male
Too Little,yes,no,Norway,23,female
Too Little,yes,no,Norway,23,male
About Right,yes,yes,Norway,60,male
About Right,yes,no,Norway,62,female
Too Little,yes,yes,Norway,30,female
Too Little,no,yes,Norway,47,male
Too Little,yes,no,Norway,53,male
About Right,yes,no,Norway,38,female
Too Little,no,no,Norway,21,female
Too Little,no,yes,Norway,38,female
Too Little,yes,no,Norway,40,female
Too Little,yes,no,Norway,25,female
Too Little,yes,yes,Norway,24,male
Too Little,yes,no,Norway,33,male
About Right,yes,no,Norway,34,female
Too Little,no,no,Norway,59,male
Too Little,yes,yes,Norway,68,female
About Right,yes,no,Norway,50,male
Too Little,yes,no,Norway,41,male
Too Little,yes,no,Norway,28,male
Too Little,yes,no,Norway,30,female
About Right,yes,no,Norway,42,female
Too Little,yes,yes,Norway,21,male
Too Little,yes,no,Norway,26,female
Too Little,yes,no,Norway,32,female
Too Little,yes,yes,Norway,78,male
About Right,yes,yes,Norway,18,female
Too Little,yes,no,Norway,49,male
Too Little,yes,yes,Norway,45,male
Too Little,yes,no,Norway,36,female
Too Little,yes,no,Norway,56,male
Too Little,yes,no,Norway,46,female
Too Little,yes,yes,Norway,19,female
Too Little,no,no,Norway,34,female
About Right,no,no,Norway,25,female
Too Little,yes,no,Norway,23,female
Too Little,yes,no,Norway,49,male
Too Little,yes,no,Norway,58,female
Too Little,yes,no,Norway,30,male
Too Little,yes,no,Norway,69,female
Too Little,yes,yes,Norway,35,female
Too Little,yes,no,Norway,34,female
Too Little,no,yes,Norway,22,male
About Right,yes,no,Norway,42,male
Too Much,yes,no,Norway,74,male
Too Little,yes,yes,Norway,62,female
Too Little,yes,no,Norway,48,male
About Right,yes,no,Norway,53,male
Too Little,yes,no,Norway,55,female
Too Much,no,no,Norway,34,male
Too Little,yes,yes,Norway,70,female
Too Little,no,no,Norway,41,female
Too Little,yes,no,Norway,30,male
About Right,yes,no,Norway,22,male
Too Little,yes,no,Norway,51,female
Too Little,yes,no,Norway,43,male
